topic;post
Edukacja; Cześć, aktualnie studiuję telekomunikację na Politechnice Wrocławskiej, za 2/3 miesiące będę się bronił i zastanawiam się nad drugim stopniem, a mianowicie, gdzie warto iść we Wrocławiu. Jeśli chodzi o telekomunikację, którą studiuję, to jestem średnio zadowolony, pierwsze 2 lata były dość ciężkie, większość czasu poświęcałem przedmiotom i zaliczeniom kompletnie według mnie niepotrzebnych, przestarzałych lub nieciekawych. Na 3 roku miałem zajęcia z Javy (chyba największy plus tych studiów) i od tamtej pory (już ponad rok) edukuję się sam w tym kierunku. Stworzyłem parę aplikacji, przerobiłem parę kursów, aktualnie tworzę aplikacje przy pomocy Spring Boota + Vaadina/Thymeleafa i bardzo podoba mi się ta ścieżka. Chciałbym, aby studia magisterskie nie wyglądały tak, że męczę się kolejne 2 lata i uczę się rzeczy niepotrzebnych/przestarzałych, aby uzyskać tytuł magistra. Byłoby super, jakby przedmioty na uczelni były związane z jakimkolwiek programowaniem. Przeglądałem programy studiów Informatyki na Pwr, ale programowania to tam jest mało. Z jednej Politechnika lepiej wygląda w CV niż jakaś mało znana uczelnia, ale z drugiej strony nie wiem, czy warto męczyć się kolejne 2 lata, czy wybrać jakąś prywatną uczelnię, gdzie jest więcej programowania i w jakimś stopniu jest to powiązane z tym, co chce robić?  Każda opinia na wagę złota :) 
Edukacja; Cześć, W tym roku akademickim będę pisać prace licencjacka, a do tygodnia muszę wykonać jakąś prezentację wraz z wybraniem tematu. Na seminarium wspomniałem coś promotorowi o mikroserwisach.  Po głębszym zastanowieniu wydaje mi się, że cieżko będzie napisać pracę tylko o mikroserwisach. Może lepiej będzie jak po prostu stworzę aplikacje, w której użyje architektury mikroserwisów i coś tam o niej tylko wspomne. Może jakieś porównanie typu monolit vs mikroserwis? Myślałem tez o kontenerach, czyli o ruchu sieciowym na podstawie Dockera. Lub po prostu jakas aplikacja restowa spring + jakis front.   Co myślicie o tym? Dodam, że mój promotor nie ogarnia za bardzo tematów aplikacji, czyli mam samowolke ale muszę to dobrze sprzedać. Na codzień pracuje jako java dev jakiś już czas wiec napisanie aplikacji nie bedzie raczej problemem, chetnie bym sie nauczył jakichś nowych technologii np. docker jak działa od środka, albo jakis react na froncie bo do tej pory tylko w angularze cos robiłem. Lub nawet porzeszerzenie wiedzy ze springa, hibernate bo czasem funkcjonalnośći z tych frameworków są dla mnie jak czarna skrzynka. I jeszcze jedno pytanie na koniec, czy temat pracy może się powtarzać? W internecie nie znalazłem jednoznacznej odpowiedzi ale wydaje mi się że tak, może sie powtarzac.  Pozdrawiam. 
Edukacja; Witam, obecnie zacząłem studia podyplomowe na AGH z Data Science, wcześniej kończąc Analitykę Gospodarczą na UEK (na studiach było sporo statystyki, ekonometrii, analizy wielowymiarowej, R itp) wiec jakieś pojęcie o modelowaniu mam. Do tego pracuje w IT w dziale capacity planning i używam sporo SQL i zapytan do Hadoopa. Problemem moim jest właśnie nikłe doświadczenie w Pythonie którego najbardziej chciałbym pojąć w stopniu umożliwiającym pracę na stanowisku Data Scientista. Przerabiam sobie książkę Automatyzacja nudnych zadań w Pythonie a później zamierzam się zabrać za Data Science w Pythonie od heliona. Moje pytanie jest takie: co zrobić żeby nauczyć się Pythona w stopniu umożliwiającym pracę jako Data Scientist? Czy najlepiej będzie po zrobieniu ww. ogarnąć biblioteki numpy, pandas, scikitlearn i zacząć robic jakieś swoje projekty żeby było co przedstawić w swoim CV? dzięki za wszelkie wskazówki i rady :) 
Edukacja; Cześć, Od około dwóch lat mam w pracy styczność z językiem ABAP. Ostatnio naszła mnie pewna myśl - stworzyć internetowy darmowy kurs tego języka po polsku. Nigdzie osobiście nie trafiłem na coś takiego, więc pomyślałem, że mogłoby to być niszową, ale jednak fajną inicjatywą dla tych, którzy chcą zacząć naukę tego języka. Zastanowiło mnie to jednak dlaczego nikt jeszcze czegoś takiego nie zrobił. Znajomy stwierdził, że słyszał, że obostrzenia licencyjne SAP-a na to nie pozwalają. I tutaj moje pytanie - czy jest tu ktoś kto ma wiedzę na ten temat? Czy faktycznie SAP uniemożliwia takie rzeczy? Czy wynika to po prostu z tego, że nikt się jeszcze za to nie wziął? Na anglojęzycznych stronach da się znaleźć jakieś tutoriale, więc nie wiem jak to faktycznie jest. 
Edukacja; Ostatnio zastanawiam się nad tym, jak określić poziom własnej znajomości technologii. Przez poziom rozumiem tutaj stwierdzenia: podstawowy, średniozaawansowany, zaawansowany, biegły. Przez technologię rozumiem języki programowania lub koncepcje typu blockchain, choć mógłbym pod to też podciągnąć oprogramowanie. Czasem chce się podać taki poziom w CV lub w jakimś profilu internetowym. W przypadku określenia biegle sprawa jest dla mnie raczej oczywista – jak ktoś czuje, że zna biegle, to zna biegle, jeśli nie czuje, to nie (nie mam tu na myśli upiększania się we własnych oczach, tylko możliwie realistyczną ocenę pewności siebie). Natomiast mam problem z określeniem momentów, w którym ktoś przechodzi z poziomu nieznajomości danej technologii do podstawowego, z podstawowego do średniozaawansowanego oraz ze średniozaawansowanego do zaawansowanego. Szczególną trudność mam w tym, kiedy rozpoczyna się znajomość podstawowa. Zdaję sobie sprawę, że te określenia są płynne. Niemniej liczę na to, że jakoś da się to ustalić. Pytanie pomocnicze, jakie mi się nasuwa: czy według Was poziom podstawowy powinien uwzględniać praktykę? Jeśli odpowiecie, że to zależy od technologii, to taka odpowiedź mi wystarczy. Obecnie nie wiem, czy zależy, czy nie. Jeśli odpowiecie, że to zależy od osoby, która będzie to CV / ten profil czytała, to taka odpowiedź mnie nie zadowala. ) Chodzi mi o to, żeby samemu być pewnym tej oceny. Nie chodzi mi wyłącznie o określanie tego poziomu samemu: może być z pomocą innej osoby, może być z pomocą programu czy testu. Problem w tym, że nie zawsze wiadomo, gdzie taką osobę, program czy test znaleźć...  https://silvuss.github.io/  https://4programmers.net/Profile/64311/Microblog 
Edukacja; Dam sobie radę? Z matematyki zawsze bylem dobry, same 4 i 5, tylko, że jestem na profilu biol-chem. Niedawno uświadomiłem sobie, że jednak nie chcę być lekarzem, programowanie od niedawna jest moja pasją. Czyli: czy żeby utrzymać się na studiach inf. można mieć na początku braki z rozszerzonej matmy? Czy jest to do nadrobienia? 
Edukacja; Bez zbednego pierdzielenia - Macie polecic jakies fajne materialy (ksiazki/tutoriale etc.) odnosnie nauki machine learningu ? Mam na mysli glownie pythonowe kerasy i tensorflow ) Bede wdzieczny ! 
Edukacja; https://www.polityka.pl/tygod[...]music-donosy-na-uczniach.read I najwyraźniej słusznie, bo uczniowie klasy informatycznej urządzili sobie zawody, kto napisze najszybszą i najskuteczniejszą aplikację, rozbrajającą ankietę, wywieszoną w internecie bez żadnych zabezpieczeń. Liceum, jak wspomniano, jest prestiżowe, a uczniowie zdolni. Prawdopodobnie do kuratorium w jedną noc przyszło kilkadziesiąt tysięcy bzdurnych odpowiedzi. I tyle w tym wszystkim dobrego. ma ktoś linka do ankiety? 
Edukacja; Witam kolegów! Pisze w sprawie wyboru specjalizacji. Czy ktoś z was studiował na tej uczelni i może podzielić się opinią na temat specjalizacji?  Chodzi o dwie: •Inżynieria gier komputerowych przedmioty: grafika komputerowa w grach, projektowanie gier komputerowych, zarządzanie produkcją gier, technologie programistyczne w produkcji gier.  •Technologie internetowe i mobilne przedmioty: aplikacje bazodanowe, języki internetowe, pozycjonowanie, projektowanie serwisów internetowych, technologie internetowe Czy ktoś mógłby się wypowiedzieć? 
Edukacja; Witam temat mojej pracy to Mechanizmy Systemu Operacyjnego Linux wspomagające synchronizację prcesów.W teorii tutaj można się rozpisać. Promotor kazał mi się zastanowić się nad częscią praktyczną do tego tematu i tu pada pytanie ma ktoś jakiś pomysł co można zrobić? 
Edukacja; Cześć wszystkim :) W tym temacie chciałbym poprosić o wszelkie wskazówki i porady dotyczące tematu mojej pracy dyplomowej. Wybrałem sobie projekt aplikacji webowej, a temat brzmi Platforma szkoleniowa dla pracowników w ASP.NET Ma to być połączenie funkcjonalności znanego mediawiki z opcją rozwiązywania testów egzaminacyjnych za które będą punkty. Co z funkcjonalności mógłbym tam dopisać, żeby to było bardziej konkurencyjne, ciekawe? Czy ASP.NET MVC 5 i jakiś framework front endowy typu Bootstrap/Foundation to dobry wybór? Będę wdzięczny za wszelką pomoc. Nie szukam gotowych rozwiązań, nie proszę o kod, a jedynie chcę nakierowania na odpowiednią drogę rozwoju. Pozdrawiam! 
Edukacja; Cześć, moje pytanie jest takie - czy Wprowadzenie do algorytmów , Thomas H. Cormen to będzie wystarczająca książka do algorytmiki dla kogoś kto chce wejść w świat IT i chce zacząć od nauki algorytmiki ? Nie wydaje się to być trudna książka, dlatego pytam co sądzicie. ps. Jestem już po ścisłych kierunkach dlatego czytając tego Cormena miałem wrażenie że jest to po prostu typowa książka która przedstawia podstawy i nic więcej. Ale ja się zastanawiam, czy nic więcej nie będzie potrzebne jeśli chodzi o kształcenie się w IT jeśli chodzi o kwestie algorytmiki.  Kwantowa teoria pola, metody matematyczne, javascript , naleśniki z serem , wieże hanoi , metody ilościowe 
Edukacja; Cześć, może ktoś napisać w pseudokodzie algorytm zapisujący resztę z dzielenia 2 liczb do zmiennej i algorytm sortowania bąbelkowego? Jestem kompletnie początkującym więc chciałbym się upewnić czy mam dobrze to zrobione, więc jeśli dałoby się z wyjaśnieniami to byłbym wdzięczny. 
Edukacja; Witam. Jest to mój pierwszy post tutaj jako że nie korzystałem z tego forum. Oto kilka darmowych kursów dla was :) wygasa za 1-2 dni więc lapcie szybko wszystko na platformie udemy!  The Complete Python 3 Course: Beginner to Advanced! Code=A4BA83EA3F6518A1FBA4 Bootstrap & jQuery - Certification Course for Beginners Code=40803C0DDAA8A9F70B5A Calculus 1: The Complete Guide Code=85C3F7805AB0219A5D5A Comprehensive Python3 Bootcamp 2020: From A to Expert Code=PYTHON Python for Machine Learning bootcamp Code=30B7D01658DE0F53F840 Learn programming using C# language Code=NOVEMBERGIVE .NET CORE API development Code=NOVEMBERGIVE NGINX, Apache, SSL Encryption - Certification Course Code=A4BE142F570D7F60AC0A JavaScript DOM Game - Deal making game using JavaScript only No Code Needed 
Edukacja; Cześć, szukam dobrych ksiązek o relacyjnych bazach danych w szczegolności - kiedyś gdzies mi sie obiło o uszy że jest jakaś dobra ksiązka porównująca 5 baz danych, ale nie wiem jaki miała tyłuł. Co polecicie?  Nie pomagam przez PM. Pytania zadaje się na forum. 
Edukacja; Witam, otrzymałem propozycję od prezesa firmy, który chce mnie wysłać na dodatkowy kurs php lub sql, z tego względu iż jestem zainteresowany rozwojem i kształceniem się, podstawy php i sql zadeklarowałem się nauczyć z darmowych kursów dostępnych w internecie, czy poleciłby ktoś kursy powyżej podstaw w okolicach Katowic? Bardziej interesuje mnie php :) Pozdrawiam 
Edukacja; Cześć wszystkim! Stanąłem przed wyborem tematu pracy magisterskiej i ponieważ powinna ona zawierać element badawczy to mam problem z wymyśleniem odpowiedniego tematu. Oczywiście nie proszę o określenie dokładnego tematu, a raczej o luźne pomysły, które może jakoś mnie nakierują. Zależy mi na tym, żeby to nie był kolejny sklep internetowy czy inne oklepane tematy nadające się bardziej na inżynierkę. Fakt, że skończyłem automatykę i robotykę i jestem świeżakiem też nie ułatwia sprawy. W tym momencie skupiam się na aplikacjach webowych tworzonych z wykorzystaniem platformy .NET. Mój promotor luźno pochodzi do tematyki, bo to raczej ten typ, który ani nie pomoże za wiele, ani nie będzie przeszkadzał. Oczywiście na bieżąco szukam jakiejś inspiracji przeglądając tematy z innych uczuleni. Zależy mi na tym żeby realizacja pracy miała też dla mnie korzyść w postaci zdobycia umiejętności, które w przyszłości zaprocentują. Myślałem nad tematyką AI, ale nie mam doświadczenia, więc nie jestem pewien czy dam radę ogarnąć to w rok. Tutaj można byłoby to połączyć z moimi studiami I stopnia i pewnie by wyszło coś interesującego. Myślałem też o pracy związanej z Azure, bezpieczeństwem aplikacji webowych, Big Data albo czymś z DevOps. Fajnie jakbyście podzielili się swoimi przemyśleniami. 
Edukacja; Witam szukam ksiązki do obiektowego c++. Nie musi być ona jakaś obszerna ale by zawierała coś więcej niż Cpp0x. Chodzi mi głównie o składnie. Programowanie obiektowe znam, gdyż koduje w Javie/Kotlin 
Edukacja; Cześć. Chciałbym tutaj prosić Was o radę. Zrobiłem niedawno licencjat z matematyki w Rzeszowie, jednak matma jest tam dosć ogólna, a ja chciałbym iść w analizę danych. Patrzę po programach uczelni, jednak najlepsza byłaby opinia osoby, która w tym siedzi i wie co jest potrzebne pod data engineering, czy też data science. Myślę o magisterce lub podyplomówcę w Lublinie, Poznaniu, Warszawie i ewentualnie Krakowie, Wrocławiu. Ekonometria i statystyka nie są mi obce. Nie mam zachwycającej oceny na koniec, bo na dyplomie to jest 4.0, z obrony i pracy 5.0, w związku z tym myślę, że ciężko byłoby mi się dostać do takiej Warszawy, czy też Krakowa ze względu na wysoki poziom. Aktualnie uczę się Pythona na własną rękę, całkiem mi to idzie jak na razie. Jakieś rady co do uczelni ? Rozważam studia stacjonarne jak i niestacjonarne.  Najbardziej chyba spodobał mi się program SGH jednak myślę, że to za wysoki poziom. Myślę, że większy problem będę miał z samym dostaniem się niż z utrzymaniem się. Ktoś był ? Ktoś powie jak jest ? 
Edukacja; Planuje wykorzystać webassembly, ale wybrana technologia to realizująca jest w wersji preview - to chyba nie powinien być jakiś problem żeby skorzystać z niej w takiej wersji? Generalnie, czy webowa aplikacja stworzona w oparciu o webassembly przy użyciu technologii ktora jeszcze nie wyszla z wersji perview z wykorzystaniem własnej architektury, na typową pracę inżynierską wystarczy? Może warto jeszcze dołożyć badanie względem typowych web apek i porównywać wyniki ich osiągów? Pytanie dosyć ogólne, więc nie chce wchodzić w szczegóły. 
Edukacja; Tak jak w temacie, od siebie mam w sumie tylko 2 osoby, trochę biednie, a chętnie jeszcze kogoś sensownego poobserwował. Od razu też, autorytety w rozumieniu osoby wysoko merytoryczne, nie jakiś taki fanatyzm na ich punkcie.  Jake Wharton -> https://jakewharton.com/blog/ bardzo zaangażowany w wszelakie biblioteki opensource'we na Androidzie, od czasu do czasu poznam jakąś nową blibliotekę do przetestowania Mirosław Stanek -> https://mirekstanek.online/ spodobała mi się bardzo jego wystąpienie na Mobiconfie 2018 i od czasu do czasu zaglądam na jego blog.  
